id,label
628,0
629,1
630,2
631,1
632,6
633,1
634,9
635,2
636,1
637,8
638,5
639,5
640,7
641,8
642,3
643,3
644,9
645,3
646,2
647,4
648,7
649,3
650,6
651,2
652,1
653,1
654,7
655,0
656,5
657,1
658,1
659,4
660,0
661,4
662,4
663,6
664,7
665,8
666,0
667,1
668,5
669,2
670,1
671,1
672,8
673,8
674,2
675,1
676,8
677,0
678,1
679,5
680,2
681,2
682,6
683,5
684,7
685,2
686,7
687,4
688,6
689,6
690,9
691,2
692,7
693,2
694,5
695,4
696,2
697,1
698,0
699,5
700,1
701,2
702,2
703,5
704,1
705,6
706,7
707,4
708,5
709,6
710,9
711,9
712,7
713,4
714,7
715,7
716,2
717,5
718,2
719,3
720,3
721,9
722,7
723,2
724,8
725,0
726,3
727,4
728,0
729,3
730,7
731,6
732,1
733,4
734,4
735,5
736,8
737,2
738,2
739,9
740,7
741,9
742,4
743,9
744,6
745,6
746,3
747,0
748,3
749,2
750,1
751,9
752,5
753,5
754,6
755,4
756,8
757,2
758,2
759,2
760,5
761,8
762,3
763,9
764,2
765,2
766,1
767,1
768,9
769,5
770,4
771,1
772,6
773,6
774,6
775,5
776,5
777,7
778,8
779,6
780,5
781,7
782,8
783,2
784,7
785,3
786,9
787,7
788,8
789,2
790,3
791,0
792,4
793,6
794,2
795,7
796,5
797,7
798,9
799,4
800,9
801,0
802,0
803,5
804,9
805,7
806,5
807,9
808,6
809,5
810,3
811,1
812,5
813,5
814,5
815,6
816,8
817,9
818,3
819,5
820,8
821,1
822,2
823,0
824,3
825,7
826,1
827,9
828,4
829,5
830,1
831,4
832,0
833,2
834,0
835,9
836,5
837,8
838,9
839,3
840,8
841,4
842,1
843,2
844,9
845,6
846,2
847,5
848,7
849,0
850,5
851,1
852,7
853,2
854,4
855,1
856,0
857,2
858,3
859,6
860,1
861,9
862,1
863,8
864,2
865,5
866,7
867,1
868,0
869,6
870,2
871,9
872,9
873,9
874,7
875,3
876,9
877,2
878,1
879,9
880,3
881,7
882,2
883,2
884,0
885,5
886,0
887,1
888,1
889,9
890,2
891,3
892,1
893,6
894,6
895,1
896,1
897,0
898,1
899,3
900,0
901,3
902,3
903,6
904,1
905,1
906,5
907,9
908,4
909,3
910,1
911,5
912,4
913,8
914,4
915,9
916,3
917,7
918,1
919,7
920,6
921,9
922,0
923,9
924,7
925,9
926,9
927,1
928,7
929,0
930,5
931,8
932,6
933,3
934,0
935,2
936,9
937,5
938,4
939,8
940,5
941,7
942,3
943,1
944,1
945,0
946,0
947,4
948,8
949,7
950,5
951,0
952,8
953,2
954,7
955,1
956,6
957,1
958,5
959,3
960,6
961,1
962,9
963,8
964,0
965,6
966,2
967,4
968,4
969,0
970,5
971,9
972,3
973,6
974,3
975,7
976,2
977,1
978,8
979,2
980,7
981,7
982,6
983,9
984,3
985,7
986,9
987,2
988,7
989,2
990,7
991,4
992,3
993,9
994,9
995,9
996,6
997,1
998,6
999,1
1000,5
1001,3
1002,8
1003,1
1004,6
1005,1
1006,6
1007,9
1008,2
1009,3
1010,3
1011,1
1012,1
1013,2
1014,7
1015,6
1016,9
1017,9
1018,5
1019,1
1020,2
1021,6
1022,7
1023,9
1024,5
1025,6
1026,6
1027,4
1028,4
1029,0
1030,1
1031,7
1032,9
1033,0
1034,7
1035,8
1036,9
1037,2
1038,7
1039,0
1040,0
1041,1
1042,7
1043,1
1044,2
1045,5
1046,1
1047,1
1048,4
1049,8
1050,6
1051,6
1052,3
1053,3
1054,0
1055,4
1056,5
1057,5
1058,7
1059,4
1060,6
1061,4
1062,2
1063,3
1064,4
1065,6
1066,4
1067,9
1068,1
1069,7
1070,3
1071,7
1072,4
1073,9
1074,2
1075,7
1076,3
1077,3
1078,2
1079,7
1080,8
1081,1
1082,2
1083,0
1084,7
1085,9
1086,2
1087,6
1088,2
1089,1
1090,1
1091,5
1092,0
1093,1
1094,4
1095,7
1096,3
1097,3
1098,1
1099,3
1100,5
1101,5
1102,6
1103,9
1104,4
1105,0
1106,8
1107,5
1108,4
1109,6
1110,9
1111,5
1112,0
1113,8
1114,5
1115,1
1116,6
1117,4
1118,9
1119,7
1120,8
1121,3
1122,8
1123,6
1124,3
1125,7
1126,5
1127,1
1128,0
1129,7
1130,9
1131,7
1132,2
1133,0
1134,3
1135,4
1136,7
1137,7
1138,6
1139,2
1140,8
1141,8
1142,0
1143,2
1144,7
1145,7
1146,7
1147,7
1148,9
1149,2
1150,0
1151,6
1152,9
1153,5
1154,9
1155,3
1156,9
1157,3
1158,5
1159,2
1160,5
1161,8
1162,8
1163,1
1164,9
1165,2
1166,9
1167,4
1168,6
1169,4
1170,5
1171,6
1172,3
1173,9
1174,3
1175,1
1176,1
1177,1
1178,6
1179,9
1180,1
1181,4
1182,7
1183,7
1184,8
1185,3
1186,5
1187,5
1188,0
1189,3
1190,0
1191,7
1192,6
1193,3
1194,3
1195,8
1196,6
1197,9
1198,5
1199,9
1200,0
1201,3
1202,3
1203,4
1204,8
1205,7
1206,7
1207,3
1208,6
1209,5
1210,2
1211,9
1212,5
1213,9
1214,8
1215,2
1216,1
1217,8
1218,8
1219,3
1220,8
1221,1
1222,9
1223,0
1224,5
1225,7
1226,7
1227,2
1228,0
1229,5
1230,5
1231,1
1232,9
1233,3
1234,7
1235,6
1236,1
1237,7
1238,9
1239,8
1240,4
1241,8
1242,4
1243,0
1244,4
1245,0
1246,9
1247,5
1248,0
1249,7
1250,9
1251,9
1252,7
1253,0
1254,1
1255,3
1256,6
1257,8
1258,5
1259,0
1260,0
1261,6
1262,3
1263,9
1264,6
1265,8
1266,2
1267,9
1268,6
1269,0
1270,9
1271,7
1272,5
1273,2
1274,1
1275,6
1276,1
1277,1
1278,2
1279,5
1280,3
1281,3
1282,2
1283,5
1284,5
1285,7
1286,1
1287,1
1288,6
1289,1
1290,9
1291,7
1292,7
1293,8
1294,2
1295,8
1296,5
1297,1
1298,3
1299,5
1300,7
1301,1
1302,3
1303,5
1304,5
1305,4
1306,8
1307,5
1308,1
1309,0
1310,9
1311,7
1312,6
1313,3
1314,3
1315,7
1316,3
1317,8
1318,7
1319,5
1320,0
1321,3
1322,0
1323,5
1324,8
1325,4
1326,9
1327,0
1328,2
1329,4
1330,9
1331,4
1332,9
1333,4
1334,1
1335,2
1336,3
1337,6
1338,9
1339,9
1340,9
1341,9
1342,1
1343,7
1344,6
1345,5
1346,5
1347,5
1348,2
1349,3
1350,4
1351,3
1352,5
1353,2
1354,4
1355,5
1356,1
1357,3
1358,9
1359,7
1360,7
1361,4
1362,2
1363,0
1364,3
1365,1
1366,2
1367,9
1368,1
1369,9
1370,6
1371,6
1372,3
1373,9
1374,2
1375,2
1376,1
1377,5
1378,9
1379,5
1380,0
1381,3
1382,0
1383,5
1384,1
1385,6
1386,6
1387,9
1388,9
1389,8
1390,4
1391,5
1392,4
1393,7
1394,7
1395,2
1396,9
1397,6
1398,2
1399,3
1400,1
1401,9
1402,1
1403,6
1404,7
1405,0
1406,3
1407,7
1408,2
1409,0
1410,6
1411,4
1412,2
1413,6
1414,3
1415,6
1416,5
1417,9
1418,2
1419,2
1420,4
1421,2
1422,9
1423,1
1424,4
1425,7
1426,9
1427,1
1428,3
1429,3
1430,3
1431,2
1432,6
1433,7
1434,5
1435,7
1436,8
1437,6
1438,7
1439,7
1440,4
1441,7
1442,2
1443,0
1444,9
1445,1
1446,2
1447,5
1448,5
1449,4
1450,0
1451,8
1452,3
1453,1
1454,6
1455,1
1456,9
1457,8
1458,6
1459,7
1460,3
1461,0
1462,5
1463,7
1464,2
1465,1
1466,5
1467,3
1468,3
1469,6
1470,8
1471,2
1472,2
1473,2
1474,3
1475,1
1476,8
1477,6
1478,7
1479,9
1480,7
1481,1
1482,8
1483,0
1484,7
1485,3
1486,4
1487,5
1488,9
1489,4
1490,6
1491,6
1492,6
1493,7
1494,3
1495,3
1496,5
1497,6
1498,1
1499,9
1500,4
1501,6
1502,5
1503,9
1504,6
1505,1
1506,9
1507,0
1508,1
1509,9
1510,9
1511,5
1512,2
1513,2
1514,5
1515,9
1516,2
1517,4
1518,0
1519,6
1520,0
1521,1
1522,5
1523,7
1524,0
1525,3
1526,6
1527,4
1528,9
1529,9
1530,0
1531,6
1532,5
1533,8
1534,7
1535,3
1536,7
1537,2
1538,9
1539,5
1540,0
1541,1
1542,9
1543,4
1544,3
1545,2
1546,3
1547,4
1548,4
1549,7
1550,7
1551,6
1552,8
1553,2
1554,0
1555,6
1556,9
1557,6
1558,1
1559,2
1560,4
1561,9
1562,3
1563,7
1564,6
1565,4
1566,4
1567,7
1568,9
1569,8
1570,6
1571,2
1572,2
1573,1
1574,6
1575,5
1576,5
1577,6
1578,7
1579,3
1580,9
1581,2
1582,2
1583,0
1584,1
1585,0
1586,8
1587,8
1588,7
1589,1
1590,9
1591,5
1592,5
1593,7
1594,3
1595,9
1596,3
1597,4
1598,0
1599,8
1600,5
1601,5
1602,0
1603,2
1604,9
1605,5
1606,0
1607,4
1608,5
1609,5
1610,6
1611,3
1612,0
1613,2
1614,7
1615,9
1616,9
1617,4
1618,5
1619,1
1620,2
1621,9
1622,1
1623,8
1624,5
1625,1
1626,4
1627,5
1628,3
1629,1
1630,6
1631,2
1632,2
1633,6
1634,7
1635,5
1636,8
1637,1
1638,6
1639,3
1640,0
1641,4
1642,3
1643,9
1644,7
1645,8
1646,9
1647,6
1648,2
1649,1
1650,8
1651,4
1652,6
1653,1
1654,5
1655,6
1656,7
1657,6
1658,8
1659,2
1660,0
1661,6
1662,6
1663,0
1664,0
1665,6
1666,7
1667,9
1668,0
1669,2
1670,7
1671,5
1672,1
1673,9
1674,6
1675,1
1676,6
1677,5
1678,0
1679,3
1680,2
1681,2
1682,4
1683,6
1684,0
1685,9
1686,2
1687,5
1688,7
1689,5
1690,2
1691,1
1692,3
1693,1
1694,6
1695,1
1696,7
1697,0
1698,9
1699,4
1700,9
1701,7
1702,6
1703,5
1704,5
1705,0
1706,6
1707,7
1708,2
1709,1
1710,2
1711,1
1712,7
1713,5
1714,0
1715,7
1716,5
1717,0
1718,5
1719,1
1720,0
1721,2
1722,3
1723,1
1724,5
1725,4
1726,5
1727,0
1728,3
1729,6
1730,1
1731,0
1732,3
1733,1
1734,3
1735,0
1736,3
1737,9
1738,7
1739,8
1740,9
1741,3
1742,5
1743,7
1744,1
1745,0
1746,7
1747,1
1748,1
1749,6
1750,9
1751,8
1752,4
1753,0
1754,3
1755,6
1756,8
1757,0
1758,9
1759,6
1760,2
1761,8
1762,6
1763,2
1764,1
1765,0
1766,9
1767,9
1768,6
1769,6
1770,7
1771,0
1772,0
1773,6
1774,6
1775,1
1776,0
1777,3
1778,6
1779,2
1780,4
1781,1
1782,5
1783,8
1784,9
1785,6
1786,6
1787,6
1788,8
1789,5
1790,8
1791,0
1792,7
1793,9
1794,0
1795,5
1796,2
1797,8
1798,7
1799,4
1800,7
1801,3
1802,4
1803,6
1804,3
1805,1
1806,0
1807,5
1808,4
1809,1
1810,8
1811,8
1812,9
1813,9
1814,3
1815,4
1816,2
1817,3
1818,0
1819,6
1820,4
1821,7
1822,6
1823,8
1824,9
1825,1
1826,9
1827,5
1828,4
1829,2
1830,6
1831,2
1832,5
1833,3
1834,1
1835,6
1836,2
1837,5
1838,6
1839,0
1840,6
1841,6
1842,7
1843,4
1844,9
1845,7
1846,1
1847,6
1848,5
1849,3
1850,0
1851,2
1852,1
1853,4
1854,2
1855,6
1856,4
1857,2
1858,2
1859,9
1860,8
1861,0
1862,6
1863,3
1864,4
1865,1
1866,4
1867,5
1868,0
1869,4
1870,1
1871,2
1872,6
1873,3
1874,2
1875,4
1876,4
1877,9
1878,3
1879,7
1880,4
1881,2
1882,5
1883,9
1884,6
1885,7
1886,0
1887,3
1888,4
1889,9
1890,1
1891,4
1892,4
1893,6
1894,1
1895,3
1896,5
1897,9
1898,0
1899,1
1900,3
1901,7
1902,1
1903,2
1904,6
1905,9
1906,6
1907,1
1908,3
1909,6
1910,7
1911,1
1912,2
1913,4
1914,9
1915,5
1916,3
1917,5
1918,2
1919,1
1920,5
1921,2
1922,9
1923,4
1924,7
1925,5
1926,9
1927,6
1928,9
1929,7
1930,3
1931,5
1932,9
1933,2
1934,9
1935,9
1936,4
1937,7
1938,4
1939,0
1940,7
1941,2
1942,5
1943,7
1944,1
1945,2
1946,6
1947,8
1948,8
1949,0
1950,7
1951,0
1952,0
1953,6
1954,9
1955,4
1956,6
1957,3
1958,4
1959,7
1960,0
1961,4
1962,4
1963,4
1964,7
1965,9
1966,9
1967,0
1968,3
1969,1
1970,5
1971,0
1972,0
1973,9
1974,2
1975,0
1976,9
1977,8
1978,0
1979,1
1980,7
1981,1
1982,5
1983,5
1984,9
1985,0
1986,0
1987,5
1988,5
1989,4
1990,9
1991,3
1992,5
1993,0
1994,9
1995,1
1996,6
1997,7
1998,2
1999,1
2000,9
2001,6
2002,1
2003,3
2004,5
2005,6
2006,9
2007,2
2008,1
2009,7
2010,9
2011,5
2012,4
2013,3
2014,9
2015,1
2016,1
2017,1
2018,1
2019,2
2020,1
2021,1
2022,8
2023,1
2024,5
2025,6
2026,6
2027,1
2028,3
2029,2
2030,1
2031,4
2032,9
2033,9
2034,4
2035,5
2036,1
2037,2
2038,3
2039,2
2040,2
2041,3
2042,4
2043,7
2044,8
2045,6
2046,8
2047,2
2048,4
2049,1
2050,7
2051,8
2052,6
2053,7
2054,6
2055,7
2056,0
2057,3
2058,2
2059,9
2060,4
2061,0
2062,6
2063,9
2064,8
2065,1
2066,6
2067,0
2068,1
2069,5
2070,5
2071,2
2072,8
2073,6
2074,7
2075,0
2076,2
2077,7
2078,2
2079,9
2080,3
2081,2
2082,9
2083,2
2084,6
2085,4
2086,5
2087,5
2088,6
2089,7
2090,4
2091,5
2092,1
2093,7
2094,2
2095,7
2096,3
2097,6
2098,5
2099,1
2100,1
2101,2
2102,7
2103,5
2104,2
2105,2
2106,5
2107,9
2108,3
2109,7
2110,4
2111,9
2112,9
2113,9
2114,7
2115,5
2116,0
2117,7
2118,7
2119,6
2120,8
2121,6
2122,6
2123,7
2124,7
2125,4
2126,3
2127,1
2128,2
2129,0
2130,2
2131,8
2132,9
2133,2
2134,1
2135,6
2136,4
2137,1
2138,5
2139,2
2140,0
2141,8
2142,6
2143,6
2144,7
2145,0
2146,9
2147,2
2148,3
2149,7
2150,9
2151,1
2152,1
2153,0
2154,2
2155,1
2156,3
2157,6
2158,5
2159,7
2160,9
2161,0
2162,6
2163,8
2164,4
2165,6
2166,6
2167,4
2168,2
2169,6
2170,2
2171,5
2172,4
2173,9
2174,2
2175,2
2176,8
2177,6
2178,9
2179,3
2180,9
2181,5
2182,3
2183,5
2184,4
2185,5
2186,1
2187,4
2188,7
2189,3
2190,8
2191,2
2192,7
2193,7
2194,0
2195,2
2196,8
2197,7
2198,3
2199,4
2200,5
2201,0
2202,5
2203,6
2204,9
2205,4
2206,6
2207,0
2208,7
2209,6
2210,8
2211,0
2212,0
2213,1
2214,6
2215,7
2216,5
2217,3
2218,3
2219,9
2220,6
2221,1
2222,1
2223,0
2224,5
2225,5
2226,6
2227,4
2228,9
2229,1
2230,3
2231,0
2232,1
2233,7
2234,9
2235,2
2236,5
2237,8
2238,6
2239,3
2240,6
2241,7
2242,0
2243,6
2244,5
2245,6
2246,3
2247,3
2248,5
2249,7
2250,7
2251,6
2252,2
2253,6
2254,1
2255,6
2256,6
2257,1
2258,1
2259,1
2260,0
2261,3
2262,2
2263,5
2264,5
2265,4
2266,7
2267,1
2268,6
2269,2
2270,5
2271,6
2272,7
2273,5
2274,1
2275,9
2276,9
2277,2
2278,5
2279,3
2280,2
2281,5
2282,2
2283,1
2284,0
2285,3
2286,5
2287,2
2288,6
2289,1
2290,6
2291,8
2292,1
2293,3
2294,9
2295,2
2296,1
2297,7
2298,9
2299,8
2300,6
2301,6
2302,4
2303,6
2304,9
2305,3
2306,9
2307,4
2308,2
2309,6
2310,3
2311,3
2312,2
2313,3
2314,3
2315,1
2316,2
2317,1
2318,3
2319,9
2320,0
2321,1
2322,3
2323,8
2324,4
2325,1
2326,2
2327,8
2328,1
2329,3
2330,3
2331,3
2332,0
2333,1
2334,1
2335,9
2336,0
2337,7
2338,2
2339,3
2340,5
2341,8
2342,3
2343,8
2344,5
2345,5
2346,9
2347,6
2348,2
2349,3
2350,5
2351,5
2352,9
2353,2
2354,4
2355,1
2356,4
2357,2
2358,6
2359,5
2360,1
2361,8
2362,4
2363,9
2364,1
2365,7
2366,4
2367,6
2368,1
2369,5
2370,2
2371,4
2372,4
2373,6
2374,4
2375,6
2376,5
2377,9
2378,4
2379,0
2380,3
2381,0
2382,2
2383,1
2384,2
2385,1
2386,9
2387,9
2388,6
2389,3
2390,1
2391,6
2392,1
2393,4
2394,5
2395,6
2396,3
2397,0
2398,7
2399,2
2400,5
2401,3
2402,6
2403,1
2404,7
2405,5
2406,0
2407,6
2408,1
2409,1
2410,8
2411,1
2412,6
2413,2
2414,6
2415,5
2416,6
2417,9
2418,5
2419,1
2420,6
2421,1
2422,8
2423,0
2424,1
2425,3
2426,0
2427,3
2428,4
2429,1
2430,5
2431,0
2432,1
2433,5
2434,6
2435,7
2436,5
2437,6
2438,9
2439,9
2440,0
2441,5
2442,9
2443,9
2444,4
2445,6
2446,7
2447,2
2448,1
2449,1
2450,1
2451,3
2452,6
2453,2
2454,5
2455,1
2456,3
2457,1
2458,8
2459,9
2460,7
2461,8
2462,5
2463,3
2464,9
2465,9
2466,2
2467,9
2468,7
2469,7
2470,8
2471,2
2472,4
2473,3
2474,2
2475,5
2476,1
2477,7
2478,3
2479,1
2480,6
2481,8
2482,7
2483,3
2484,5
2485,2
2486,2
2487,4
2488,3
2489,3
2490,5
2491,7
2492,8
2493,7
2494,7
2495,0
2496,5
2497,3
2498,7
2499,2
2500,5
2501,3
2502,9
2503,2
2504,4
2505,0
2506,0
2507,7
2508,5
2509,3
2510,9
2511,9
2512,3
2513,1
2514,8
2515,3
2516,5
2517,6
2518,4
2519,6
2520,1
2521,5
2522,0
2523,2
2524,3
2525,0
2526,0
2527,6
2528,9
2529,1
2530,1
2531,5
2532,0
2533,3
2534,3
2535,8
2536,2
2537,6
2538,4
2539,4
2540,1
2541,9
2542,4
2543,7
2544,6
2545,2
2546,6
2547,7
2548,8
2549,8
2550,6
2551,7
2552,1
2553,7
2554,6
2555,2
2556,8
2557,2
2558,1
2559,6
2560,8
2561,7
2562,4
2563,3
2564,9
2565,4
2566,0
2567,2
2568,8
2569,1
2570,2
2571,6
2572,7
2573,9
2574,8
2575,7
2576,5
2577,4
2578,5
2579,3
2580,5
2581,2
2582,6
2583,2
2584,4
2585,1
2586,1
2587,0
2588,1
2589,0
2590,0
2591,4
2592,5
2593,0
2594,3
2595,2
2596,2
2597,1
2598,5
2599,6
2600,7
2601,3
2602,3
2603,1
2604,9
2605,0
2606,3
2607,9
2608,5
2609,7
2610,2
2611,9
2612,4
2613,7
2614,1
2615,1
2616,2
2617,2
2618,3
2619,1
2620,1
2621,5
2622,1
2623,6
2624,3
2625,9
2626,4
2627,4
2628,1
2629,5
2630,5
2631,7
2632,5
2633,0
2634,7
2635,1
2636,7
2637,1
2638,2
2639,9
2640,6
2641,7
2642,4
2643,3
2644,4
2645,4
2646,1
2647,0
2648,1
2649,2
2650,6
2651,2
2652,1
2653,4
2654,6
2655,5
2656,0
2657,9
2658,1
2659,2
2660,4
2661,0
2662,6
2663,2
2664,9
2665,4
2666,6
2667,0
2668,3
2669,4
2670,5
2671,3
2672,6
2673,4
2674,1
2675,1
2676,4
2677,0
2678,7
2679,9
2680,6
2681,5
2682,5
2683,8
2684,0
2685,1
2686,0
2687,4
2688,6
2689,9
2690,3
2691,0
2692,6
2693,0
2694,4
2695,5
2696,1
2697,6
2698,7
2699,5
2700,8
2701,8
2702,4
2703,1
2704,0
2705,4
2706,2
2707,5
2708,3
2709,0
2710,6
2711,4
2712,1
2713,0
2714,1
2715,5
2716,7
2717,0
2718,0
2719,6
2720,6
2721,1
2722,6
2723,1
2724,3
2725,1
2726,3
2727,7
2728,3
2729,9
2730,1
2731,4
2732,6
2733,4
2734,2
2735,6
2736,7
2737,6
2738,0
2739,1
2740,8
2741,2
2742,9
2743,0
2744,9
2745,3
2746,8
2747,4
2748,8
2749,8
2750,6
2751,2
2752,9
2753,2
2754,7
2755,5
2756,7
2757,4
2758,0
2759,6
2760,2
2761,6
2762,1
2763,2
2764,5
2765,7
2766,5
2767,2
2768,2
2769,5
2770,9
2771,1
2772,0
2773,8
2774,5
2775,5
2776,5
2777,7
2778,1
2779,1
2780,5
2781,2
2782,7
2783,9
2784,4
2785,8
2786,4
2787,3
2788,3
2789,6
2790,7
2791,8
2792,9
2793,6
2794,6
2795,2
2796,6
2797,3
2798,1
2799,0
2800,7
2801,9
2802,8
2803,9
2804,4
2805,9
2806,2
2807,5
2808,6
2809,7
2810,4
2811,6
2812,1
2813,4
2814,3
2815,2
2816,6
2817,5
2818,8
2819,8
2820,2
2821,1
2822,9
2823,2
2824,2
2825,3
2826,6
2827,4
2828,2
2829,7
2830,2
2831,0
2832,0
2833,8
2834,2
2835,2
2836,9
2837,0
2838,2
2839,3
2840,5
2841,4
2842,9
2843,9
2844,5
2845,3
2846,7
2847,0
2848,9
2849,5
2850,1
2851,6
2852,3
2853,2
2854,3
2855,2
2856,3
2857,2
2858,6
2859,2
2860,6
2861,1
2862,7
2863,7
2864,5
2865,9
2866,1
2867,5
2868,1
2869,9
2870,6
2871,8
2872,7
2873,2
2874,6
2875,6
2876,4
2877,9
2878,4
2879,1
2880,9
2881,5
2882,5
2883,0
2884,1
2885,1
2886,1
2887,9
2888,1
2889,2
2890,9
2891,1
2892,9
2893,4
2894,1
2895,9
2896,4
2897,9
2898,5
2899,8
2900,2
2901,9
2902,8
2903,9
2904,3
2905,5
2906,6
2907,9
2908,3
2909,1
2910,6
2911,7
2912,3
2913,4
2914,5
2915,8
2916,4
2917,4
2918,5
2919,1
2920,1
2921,2
2922,0
2923,1
2924,2
2925,4
2926,4
2927,5
2928,7
2929,2
2930,2
2931,1
2932,9
2933,2
2934,9
2935,5
2936,4
2937,6
2938,5
2939,9
2940,6
2941,2
2942,8
2943,5
2944,4
2945,1
2946,1
2947,5
2948,6
2949,6
2950,2
2951,9
2952,8
2953,7
2954,1
2955,8
2956,6
2957,9
2958,8
2959,8
2960,0
2961,1
2962,4
2963,7
2964,5
2965,5
2966,0
2967,7
2968,7
2969,2
2970,7
2971,3
2972,2
2973,2
2974,1
2975,1
2976,4
2977,4
2978,7
2979,2
2980,8
2981,4
2982,7
2983,1
2984,7
2985,9
2986,2
2987,4
2988,5
2989,1
2990,2
2991,5
2992,4
2993,6
2994,7
2995,5
2996,5
2997,0
2998,1
